identifier	lemma	context	indices_target_token
2012-2019_innstilling_5684	innstilling	In this sentence "Bildet viser lederen i Tilregnelighetsutvalget Georg Fredrik Rieber-Mohn som overrekker utvalgets innstilling til justisminister Anders Anundsen. FOTO: Roald, Berit Aftenposten har nylig trykket flere debattinnlegg om Tilregnelighetsutvalgets tilrådninger. Olav Gjelsvik fortsetter 8. april sin polemikk mot det han beskriver som «Tilregnelighetsutvalgets syn at enhver gjerningsperson er å anse som utilregnelig inntil det motsatte er bevist». 3rd-party-bio", "innstilling" means in one word :	511:512
2012-2019_innstilling_11079	innstilling	In this sentence "Han er en spiller som har vist riktig innstilling i alle situasjoner, heter det i klubbens pressemelding. Berget takker for sin tid i Malmö på denne måten:", "innstilling" means in one word :	208:209
2012-2019_innstilling_7173	innstilling	In this sentence "Ikke gå i den «generelle» fella Dårlig språk, rotete oppsett eller ufullstendig historikk er selvfølgelig helt skivebom, understreker han. Her er noen av hans beste tips for å løfte jobbsøknaden din til et nytt nivå: 1) Gjør den kortfattet, lettlest og ryddig å se på. 2) Vaer konkret og tydelig. 4) Grunngi hvorfor du søker akkurat denne jobben, og fortell hva som vekket interessen din. 5) Fortell hvorfor du er rett person for stillingen, og gi klart uttrykk for at du er svaert motivert og har både kompetanser, rett innstilling og rette egenskaper for å lykkes i den aktuelle jobben. Gisle Hellsten, som er leder på Karrieresenteret ved Universitetet i Oslo, er klar på at det er én ting som aldri fungerer når du søker på en jobb:", "innstilling" means in one word :	789:790
1980-1990_innstilling_1389	innstilling	In this sentence "Forhold omkring tannteknisk virksomhet er utførlig omtalt i innstillingen «Tannteknikerfaget i Norge. Sosialdepartementet, 1983».", "innstilling" means in one word :	182:183
1980-1990_innstilling_776	innstilling	In this sentence "(En konferanserapport) Oslo, Tiden, 1971. 61 ) Hans Skoie: Norsk forskningsorganisasjon i etterkrigstiden - jf. ovenfor - s 82-88. 61a ) Dagbladet 30.5.1981. 62 ) Denne ideen var neppe helt ny - den er nevnt i Waaler-komiteens innstilling bl.a. "*)", "innstilling" means in one word :	301:302
2012-2019_innstilling_4982	innstilling	In this sentence "To av tre innstillinger ble umiddelbart hemmeligstemplet av hensyn til Norges og alliertes sikkerhetsinteresser.", "innstilling" means in one word :	165:166
2012-2019_kanal_12838	kanal	In this sentence "I en episode av «Stjärnkusken» på svensk TV 4, velter hesten til Runar Sögaard. I en promo til programmet, lagt ut på kanalens Facebook-side, vises dette. Promoen har fått massiv kritikk. Video: Facebook / TV 4 MISTET BALANSEN: Travhesten Zorro mistet balansen da Runar Søgaard kjørte travhesten i en episode av Stjärnkusken. FOTO: TV4 MØTER KRITIKK: TV4 møter sterke reaksjoner etter det dramatiske klippet av hesten Zorro som mister balansen.", "kanal" means in one word :	491:492
2012-2019_kanal_1230	kanal	In this sentence "- Vi er kjempefornøyde med det, vi. Vi lager TV-programmet uansett, vi. Så lenge kanalen er happy, er vi happy.", "kanal" means in one word :	158:159
2012-2019_kanal_572	kanal	In this sentence "- At en halv million Canal Digital - kunder ikke lenger kan se nisjekanalene fra TV 2 vil føre til at kanalen mister rundt 4 prosent av seerne, sier Wiberg til Bergens Tidende.", "kanal" means in one word :	223:224
1980-1990_kanal_125	kanal	In this sentence "Bak forslagene ligger troen på at to kanaler med ulike forutsetninger og forskjellig målsetting gjennom «stimulerende konkurranse» bedre skal kunne imøtekomme fremtidens krav.", "kanal" means in one word :	222:223
1980-1990_kanal_258	kanal	In this sentence "Elva fremstår etter inngrepet som en rett kanal på denne strekningen (figur 2).", "kanal" means in one word :	126:127
1980-1990_kanal_349	kanal	In this sentence "Eksempler er inntaksledning, skjøteledning, jordledning. ledningssystem 'wiring system' Sammenstilling av kabler og/eller skinner m.v. samt deler som beskytter og eventuelt kapsler inn kabler, skinner m.v. Veiledning: Ledningssystem omfatter med andre ord også rør, kanal og lignende. lekk strøm (i en installasjon) 'leakage current' (in an installation) Strøm som flyter til jord eller til andre ledende deler i en elektrisk uskadet strømkrets.", "kanal" means in one word :	492:493
1980-1990_kanal_345	kanal	In this sentence "Man har kanaler gjennom andre, f.eks. forhandlere eller agenter, eller markedet oppsøker selv virksomheten, noe som ofte er situasjonen for håndverkere og mange små produksjonsbedrifter.", "kanal" means in one word :	233:234
1980-1990_kanal_686	kanal	In this sentence "Denne uspesifiserte radiolyttingen og fjernsynsseingen er derimot ikke skilt ut i en egen kolonne i tabellene slik som tallene for den enkelte kanal.", "kanal" means in one word :	196:197
2012-2019_kanal_8692	kanal	In this sentence "— Dopingjegerne er for langt bak Den russiske statseide kanalen Match har lekket navnene på de 14 som nå er avslørt etter Beijing-OL. Der dukker blant annet Maria Abakumova opp.", "kanal" means in one word :	224:225
1980-1990_kanal_415	kanal	In this sentence "ledningskanal beregnet for isolerte kabelkanal (inkl. listkanal, kanal med Kabelstige, Med/ på På Ledere/kabler bro isolatorer baere line •knekte: lokk i gulvplan) ledere Blanke ledere + Isolerte ledere + + + + Kabler Fler(inklusive leder + + + + 0 + + + armerte og mineral- Enisolerte) leder + + + + + + 0 + 521.2 Typer forlegningsmåter/utførelser for ulike ledningssystemer Tabell 52 G. Forlegningsmåter Tall i kolonnene betyr TILLATT, og tallene refererer til tabell 52 H. - betyr IKKE TILLATT. 0 betyr UEGNET/NORMALT IKKE BENYTTET *) Kablene skal bare vaere festet ved innføring i bokser 0.1. Festene skal vaere i form av strekkavlastning, som skal kunne løsnes fra innsiden av boks 0.1. for eventuell omtrekking.", "kanal" means in one word :	764:765
1980-1990_kanal_353	kanal	In this sentence "Andre forlegningsmåter med samme strømføringsevne Isolerte ledere i rør i isolert vegg flerlederkabel direkte i isolert vegg isolerte ledere i rør i lukket kanal flerlederkabel i rør i isolert vegg A Isolerte ledere i rør på vegg isolerte ledere i kabelkanal med lokk isolerte ledere i rør i ventilert gulvkanal isolerte ledere, enleder- eller flerlederkabel, i rør eller kanal i murverk B", "kanal" means in one word :	436:437
2012-2019_kanal_9786	kanal	In this sentence "Ifølge avisa har politiet også snakket med en parets yngste sønn, mens de ikke har fått tak i parets 22 år gamle sønn. De ønsker å ta han inn til avhør, men understreker at han ikke er mistenkt i saken. - Oppdaget av venner Den samme kanalen skriver at det drepte ekteparet ble oppdaget av venner søndag.", "kanal" means in one word :	351:352
2012-2019_kanal_7615	kanal	In this sentence "Mannen som er mest kjent for sine mange år i TV-ruten når det er Tour de France i sykling, skal rulle i gang på flere hjul. Ideen kom fra kollega Ernst A. Lersveen, på vinterstid mest kjent som langrennsreporter i samme kanal.", "kanal" means in one word :	273:274
1980-1990_kanal_109	kanal	In this sentence "TV2 Man ser faren for at man kan komme til å få en parallell programlegging i de to kanalene (Danmarks Radio og TV 2) slik at seernes valgmuligheter rent praktisk vil bli innskrenket.", "kanal" means in one word :	230:231
1980-1990_kanal_831	kanal	In this sentence "Forholdet mellom teknikk og handling kan fanges inn med begrepene kanal og prosess.", "kanal" means in one word :	130:131
2012-2019_kanal_11537	kanal	In this sentence "Ifølge kanalen ble han knivstukket i ansiktet av angriperne.", "kanal" means in one word :	107:108
1980-1990_kanal_270	kanal	In this sentence "Eksisterende kanaler for forskning og utvikling og demonstrasjon av jordbruksteknologier bør derfor benyttes for å ivareta denne oppgaven. Dette innebaerer en revurdering og forsterking av aktiviteter både innenfor multilaterale organisasjoner som FAO, IFAD (International Fund for Agricultural Development), CGIAR (Consultative Group on International Agricultural Research) og TFAP (Tropical Forestry Action Plan), og innenfor bilateral bistand.", "kanal" means in one word :	493:494
2012-2019_kanal_5427	kanal	In this sentence "Helikopteret hadde så mange kommunikasjonsenheter om bord for å håndtere alle kanaler i påvente av det nye digitale nødnettet og bare ett apparat å forholde seg til.", "kanal" means in one word :	212:213
2012-2019_kanal_16911	kanal	In this sentence "Ifølge kanalen var det Mossad som sto bak informasjonen som avdekket planene i Danmark.", "kanal" means in one word :	134:135
2012-2019_kanal_8394	kanal	In this sentence "Filminnspillingen tok 94 dager, og er den lengste Wirkola noensinne har gjennomført. FOTO: CAA Tommy Wirkola gjør det godt i Hollywood for tiden. Nå er hans nye film What happened to Monday? solgt til Netflix. Samtidig er han i gang med å lage manus til en ny superheltfilm for et av filmbyens store studioer. Svenske Noomi Rapace spiller syv ulike søstre i filmen, som trolig får premiere sent i år eller tidlig neste år. Det er bransjebladet Variety som melder at Netflix nå kjøper filmen, etter en lukket bransjevisning for de største distributørene på den internasjonale filmfestivalen i Toronto. 3rd-party-bio Strømmeselskapet har de siste årene markert seg som en av de mest pengesterke oppkjøperne på flere av de største filmfestivalene i verden - og satt opp verdenspremierer på helt nye produksjoner på sin egen kanal.", "kanal" means in one word :	874:875
2012-2019_kanal_9749	kanal	In this sentence "Dermed mistet over én million nordmenn Discoverys 13 kanaler på ubestemt tid, inklusive TVNorge, MAX, FEM og Discovery Channel. Men uansett hva utfallet hadde blitt, er det ikke bli siste gang distributører og kringkastere er på krigsstien, mener tv-sjef i mediebyrået Carat, Morten Wiberg.", "kanal" means in one word :	337:338
1980-1990_kanal_377	kanal	In this sentence "- Kablene skal fortrinnsvis vaere ført i rør eller kanaler av metall med metallisk kontakt til skrog for avledning av varme. - Dersom kabler er forlagt direkte i slik isolasjon, skal kablene vaere ført korteste vei gjennom isolasjonen f eks. fram til bryter, stikkontakt eller lampepunkt.", "kanal" means in one word :	335:336
1929-1965_kart_1763	kart	In this sentence "Der veltet hele drømmetoget! Nettop som jeg i formiddag kl. 11 satt og så på kartet og tenkte at nu var mitt beger snart fullt, 78-graden var snart nådd, så luffet det til og jeg sprang ut. Forut lå iskanten bred og tett og lyste op i skodden.", "kart" means in one word :	289:290
1929-1965_kart_1372	kart	In this sentence "Diet vil fremgå av kartene at disse ganger i alminnelighet følger forholdsvis parallelt med grensen.", "kart" means in one word :	146:147
1970-2015_kart_5711	kart	In this sentence "L.;_at topografiske kart M", "kart" means in one word :	72:73
1970-2015_kart_5603	kart	In this sentence "I den anledning ble det tegnet et kart over eiendommen, som må ha vaert selvstendig og betydelig. Ellers ville det ikke blitt tegnet kart over en skogseiendom.", "kart" means in one word :	205:206
1970-2015_kart_953	kart	In this sentence "De nye utnyttingsformene har en til dels hatt liten styring med, og Vidda har endret karakter i en retning som er lite ønskelig, jfr. kart nr. 22 — 25, i Bok B. Naturvernlovens formålsparagraf fastslår som nevnt foran at ressurser skal disponeres i et allsidig og langsiktig perspektiv.", "kart" means in one word :	332:333
1970-2015_kart_2631	kart	In this sentence "For detaljert beskrivelse henvises til Vedlegg B, Raddum og Fjellheim (1985), Raddum et al. (1988) og Fjellheim og Raddum (1990). Forsuringssituasjonen i de enkelte lokaliteter er vist på kart som gjennomsnitt av de to undersøkelsestidspunkt. Variasjonen i forsuringsindeks over tid er vist grafisk.", "kart" means in one word :	345:346
1929-1965_kart_92	kart	In this sentence "Og politiet benekter med rettens seinere tilslutning at noen kvinne finnes i saken. Men det er den gamle historien om kartet og terrenget.", "kart" means in one word :	184:185
1929-1965_kart_2272	kart	In this sentence "Hermed var hele kysten kartlagt. Målingene var imidlertid foretatt med primitive instrumenter og fartøyer og under press av tid for å tilfredsstille det øyeblikkelige behov. En grundigere og nøyaktigere omhydrografering for å skaffe sjøkart som er tjenlige for vår tids behov ble påbegynt for omtrent 100 år siden og har senere fortsatt. De målinger som nå finner sted på kysten skjer i alminnelighet i målestokken 1 : 20 000 og kartene utgis i hovedserien 1 :50 000.", "kart" means in one word :	513:514
1970-2015_kart_3704	kart	In this sentence "Som nevnt foran, begrenser vi oss i denne utredningen til å behandle den informasjon vi finner i topografiske kart i målestokkene 1: 500 —1: 50 000 og beslektede registre.", "kart" means in one word :	217:218
1970-2015_kart_1157	kart	In this sentence "Det er også behov for bedre regler for registrering av uregistrerte eiendommer. Når kart og register skal knyttes sammen, er det viktig at alle «flater» i kartet er identifisert.", "kart" means in one word :	224:225
1970-2015_kart_767	kart	In this sentence "Den aktive del av en kartdatabank vil for de fleste praktiske formål reduseres til referanser til kartets aktualitet, samt hvor kart og kartdata er tilgjengelig.", "kart" means in one word :	207:208
1970-2015_kart_5336	kart	In this sentence "Ved Fura (235578), Åkvisla (225555) og Gåsbubekken (190548) angir skjaeringer i morenematerialet mektigheter på 10-30 m, mens den gjennomsnittlige materialdybden innenfor flatbygdene basert på observasjoner av brønnboringer, materialtak og hustomter er fra 1 til 4 m. MORENEMATERIALETSBERGARTSINNHOLD Morenematerialets egenskaper er i stor utstrekning bestemt av de bergarter det er dannet av. En vurdering av kartets moreneområder bør derfor alltid sammenholdes med morenematerialets bergartsinnhold (Fig. 4-7).", "kart" means in one word :	558:559
